date,region,temperature,rainfall,co2,sea_level,year,month,season,decade,temp_rolling_12,rain_rolling_12,z_score,anomaly
2023-08-01,North,14.52073326960337,49.537130456828265,426.93034180334,10.836431924856711,2023,8,Summer,2020,21.523303033821822,57.5061391901034,-1.7516226345702743,False
2023-09-01,North,13.997045620979408,56.13134237679971,428.6952654962937,9.878949081109049,2023,9,Autumn,2020,21.262853146004442,56.81515754628015,-1.8371743369330997,False
2023-10-01,North,15.83920492588295,76.68897363224474,429.10373176117713,9.159190130845989,2023,10,Autumn,2020,21.328953505901612,57.63808927493282,-1.5362318476990582,False
2023-11-01,North,18.89500865806182,83.44536653194497,426.2575121020824,10.41304584786652,2023,11,Autumn,2020,21.334240404383138,58.726073873730606,-1.0370235656983129,False
2023-12-01,North,21.71475409642644,74.81383320395423,429.6993690358199,10.12474373967054,2023,12,Winter,2020,21.303567995379968,56.166487572210336,-0.5763787078030201,False
2024-01-01,North,27.450909645286075,68.59686446512984,429.6224637875825,10.293723845682948,2024,1,Winter,2020,21.30639728046891,54.5627419207296,0.36070253425485344,False
2024-02-01,North,28.162463608800504,58.2510094269088,428.3247802241047,11.295647430063042,2024,2,Winter,2020,21.50180373931772,53.75860746911382,0.4769448268917508,False
2024-03-01,North,28.923719663817028,74.00935612994574,425.9101148010483,10.077986069135838,2024,3,Spring,2020,21.483124331764078,54.34300491672716,0.6013066513720474,False
2024-04-01,North,27.30968483395717,26.14977841719103,430.8198551543803,9.950222994058343,2024,4,Spring,2020,21.579283109847946,53.88122077998758,0.33763148597482767,False
2024-05-01,North,25.371307332453128,41.263228803896126,426.9952858411314,9.289976346283106,2024,5,Spring,2020,21.527792900272924,54.58550785757635,0.020970408496279343,False
2024-06-01,North,21.40642107067522,23.543904853033013,432.0926987518333,12.416008605138884,2024,6,Summer,2020,21.824361851442237,55.50578341159265,-0.6267492202965066,False
2024-07-01,North,18.346714595683828,9.592088739325792,431.98410083037913,9.941212481829757,2024,7,Summer,2020,21.828163943468912,53.50190641976685,-1.1265950699243914,False
2024-08-01,North,17.188794796831203,42.11172160289535,432.7865922664509,11.74997482332713,2024,8,Summer,2020,22.050502404071228,52.88312234860578,-1.3157574652028694,False
2024-09-01,North,12.991353209745157,55.97675855560279,428.91428011099526,10.24989180235937,2024,9,Autumn,2020,21.966694703135044,52.870240363506035,-2.001468259198671,True
2024-10-01,North,14.328347333895604,64.56381695482946,426.6596924381548,10.369803211615933,2024,10,Autumn,2020,21.84078990380276,51.859810640388105,-1.783051568122005,False
2024-11-01,North,14.402696470231025,67.04201080914515,429.63580814552654,10.539331476058615,2024,11,Autumn,2020,21.466430554816867,50.49286433015478,-1.7709055967602316,False
2024-12-01,North,25.274094211701797,64.94394527093233,428.5093947824771,9.991446414985608,2024,12,Winter,2020,21.763042231089813,49.67037366906962,0.00508928547546285,False
2000-01-01,South,29.295914802827696,159.8171230914935,375.08323442366617,0.0597475332214663,2000,1,Winter,2000,29.295914802827696,159.8171230914935,0.6621099333230324,False
2000-02-01,South,33.48474477103659,132.16985006667875,368.8952454645421,0.4303699047780508,2000,2,Winter,2000,31.390329786932142,145.99348657908612,1.3464138989222199,False
2000-03-01,South,35.515486677158286,123.6565689416432,374.697126226012,-0.1309746847711745,2000,3,Spring,2000,32.76538208367419,138.54784736660517,1.678163993820851,False
2000-04-01,South,35.42839418201857,131.61906424766107,369.11348541540127,-1.3635268089160717,2000,4,Spring,2000,33.431135108260285,136.81565158686914,1.6639362165536067,False
2000-05-01,South,30.77390109449951,101.80331306479474,369.4911390467829,0.1138502111306429,2000,5,Spring,2000,32.89968830550813,129.81318388245424,0.9035596670597117,False
2000-06-01,South,27.36410003350628,98.53366816509178,366.18797080509336,0.1199676530209603,2000,6,Summer,2000,31.97709026017449,124.59993126289385,0.3465209699412175,False
2000-07-01,South,26.48728824173382,94.17808882419088,370.6454330468592,0.6820808690460234,2000,7,Summer,2000,31.19283282896868,120.25395377165056,0.20328149955264468,False
2000-08-01,South,23.976318288457485,104.3145568534339,374.60183614640096,0.5122873425886888,2000,8,Summer,2000,30.290768511404778,118.26152915687348,-0.20692056392765396,False
2000-09-01,South,18.663481127399383,122.0557394653132,368.84429919534216,-0.3149436819820522,2000,9,Autumn,2000,28.998847690959735,118.68310808003343,-1.0748468262699131,False
2000-10-01,South,22.285464715969404,151.89134025146677,371.9975002090277,1.0706805345681487,2000,10,Autumn,2000,28.3275093934607,122.00393129717676,-0.4831451454176242,False
2000-11-01,South,25.31997751064299,145.5687113105788,375.6173338454989,0.4486572199140058,2000,11,Autumn,2000,28.054097404113637,124.14618402566788,0.012584964139559127,False
2000-12-01,South,22.45878032922596,154.4352836263167,370.6655078078928,0.5175015259648889,2000,12,Winter,2000,27.58782098120633,126.67027565905528,-0.45483161578003223,False
2001-01-01,South,31.46230450256703,158.7452703722228,370.48236373357327,0.5682719552821346,2001,1,Winter,2000,27.768353456184613,126.58095459911605,1.0160199926513058,False
2001-02-01,South,32.27292824152694,142.5548132928448,370.6189501975001,0.2394269292526719,2001,2,Winter,2000,27.66736874539214,127.44636820129655,1.1484467188228382,False
2001-03-01,South,34.210267102094214,136.0860744235674,371.641827610848,0.336389331848596,2001,3,Spring,2000,27.55860044747013,128.48216032479024,1.464938119776615,False
2001-04-01,South,30.99159401637451,108.37275221433784,371.0771441255317,-0.1329321707762052,2001,4,Spring,2000,27.188867100333123,126.54496765534662,0.9391228507774871,False
2001-05-01,South,30.30225236086463,112.08490184247223,369.3480173939228,0.4672383243206725,2001,5,Spring,2000,27.149563039196888,127.40176672015309,0.8265092493426641,False
2001-06-01,South,29.10892203417411,88.91179600880888,365.8512196104479,0.7236946813275865,2001,6,Summer,2000,27.29496487258587,126.59994404046284,0.6315620490452816,False
2001-07-01,South,22.16850535542609,113.5731147735933,375.7084315553927,1.021614353196526,2001,7,Summer,2000,26.935066298726895,128.21619620291304,-0.5022520929044325,False
2001-08-01,South,21.715204527559205,110.910363742925,373.73606421952,-0.5733531334223827,2001,8,Summer,2000,26.746640151985375,128.7658467770373,-0.5763051235771813,False
2001-09-01,South,19.363333954889804,130.15378981372106,384.38774094860366,-0.0230084600109374,2001,9,Autumn,2000,26.804961220942904,129.4406843060713,-0.9605160778694766,False
2001-10-01,South,21.448683317209497,133.47034921599692,374.7191233385102,1.4769583892414055,2001,10,Autumn,2000,26.735229437712917,127.90560171978215,-0.6198450911917144,False
2001-11-01,South,24.60860044714331,152.5523701150127,372.5269826057144,1.0092102403183043,2001,11,Autumn,2000,26.675948015754603,128.4875732868183,-0.10362842940558063,False
2001-12-01,South,27.92211736702213,167.0348070854068,373.5638547455742,0.3789897397955054,2001,12,Winter,2000,27.131226102237623,129.5375335750758,0.43768090650967584,False
2002-01-01,South,31.323156914802887,146.20894056955692,380.40283642255184,0.5528029948203022,2002,1,Winter,2000,27.119630469923944,128.49283942485366,0.9932882878952689,False
2002-02-01,South,34.73849361377933,140.9127884672149,380.5094198594437,0.831919708283966,2002,2,Winter,2000,27.325094250944975,128.35600402271783,1.5512313089067797,False
2002-03-01,South,33.67745222736778,144.52467534470745,376.01686191150577,1.12033205172758,2002,3,Spring,2000,27.280693011384443,129.05922076614615,1.3778953573649824,False
2002-04-01,South,33.00395016147464,119.6512541198301,377.8273533284421,2.0665772579248367,2002,4,Spring,2000,27.448389356809454,129.9990959249372,1.2678693744466571,False
2002-05-01,South,29.618471686215425,117.0056365381834,372.6264702678317,2.1298710672791743,2002,5,Spring,2000,27.391407633922018,130.40915714957978,0.714804111914368,False
2002-06-01,South,26.1181240288327,142.87464236578995,371.44037970841777,1.0983128842377825,2002,6,Summer,2000,27.142174466810232,134.90606101266155,0.1429733617760339,False
2002-07-01,South,24.564598536343308,113.8820250103307,373.8522801440898,1.886735282601971,2002,7,Summer,2000,27.341848898553337,134.93180353238967,-0.11081675700133127,False
2002-08-01,South,23.28644929996127,110.49088817445144,371.959552330761,0.8550255640760879,2002,8,Summer,2000,27.47278596292017,134.89684723501685,-0.31962031258174356,False
2002-09-01,South,19.3155916475988,131.35753879917664,372.5882363750305,0.1725081007059248,2002,9,Autumn,2000,27.46880743731259,134.9971596504715,-0.9683154515499647,False
2002-10-01,South,23.075497627715997,135.76640795421577,378.1717896520008,0.2964625371340572,2002,10,Autumn,2000,27.604375296521464,135.18849787865642,-0.35408221888082997,False
2002-11-01,South,25.34674874472144,155.55973221282343,378.0996621300307,2.55052213372822,2002,11,Autumn,2000,27.665887654652973,135.4391113868073,0.016958419682731398,False
2002-12-01,South,26.759396567793157,154.0247017904454,377.7447372911967,1.621396615802159,2002,12,Winter,2000,27.568994254717225,134.35493594556053,0.24773420066683718,False
2003-01-01,South,31.17363174548081,149.82146078411768,377.5790470684016,1.2777986918281443,2003,1,Winter,2000,27.556533823940388,134.6559792967739,0.9688612600377172,False
2003-02-01,South,34.68219158393492,163.8157916481519,375.72290990816623,1.7357898968988086,2003,2,Winter,2000,27.55184198812002,136.5645628951853,1.5420335848200493,False
2003-03-01,South,33.81143073810507,138.6474469164084,379.85862259022775,1.3724261849724533,2003,3,Spring,2000,27.563006864014795,136.07479385949372,1.3997826210874105,False
2003-04-01,South,33.31819930433668,120.1646144475614,378.55261119068615,2.586511500991452,2003,4,Spring,2000,27.58919429258663,136.11757388680468,1.3192063674205183,False
2003-05-01,South,30.973245529332814,113.48142231657384,373.77735387667775,0.8964760069093132,2003,5,Spring,2000,27.70209211284641,135.8238893683372,0.9361253687739991,False
2003-06-01,South,27.642773007905497,106.11786291045868,374.9310640402725,1.5691626242143482,2003,6,Summer,2000,27.82914619443582,132.76082441372628,0.3920460981832325,False
2003-07-01,South,25.339140349432096,105.30364062017064,376.3032761907402,1.751975204758084,2003,7,Summer,2000,27.893691345526545,132.04595904787962,0.015715481891543953,False
2003-08-01,South,20.38745868478189,119.09877284583143,378.5264131727263,3.099833120413143,2003,8,Summer,2000,27.652108794261597,132.76328277049458,-0.7932109785333454,False
2003-09-01,South,20.22344295198248,115.10999644876028,376.74392105686286,2.4618711856806925,2003,9,Autumn,2000,27.727763069626903,131.40932090795988,-0.8200052426183315,False
2003-10-01,South,21.348694287022337,148.01825854034,380.0191406340624,1.945137674054101,2003,10,Autumn,2000,27.583862791235763,132.4303084568036,-0.636179697846266,False
2003-11-01,South,24.83924326887256,158.42134578454613,382.0442655067869,1.854716499552208,2003,11,Autumn,2000,27.541570668248358,132.66877625444715,-0.0659496984128782,False
2003-12-01,South,26.878069782775253,162.6860579649959,382.86911076764414,1.6912668917590412,2003,12,Winter,2000,27.5514601028302,133.39055593565968,0.2671211302483635,False
2004-01-01,South,35.97022890544014,139.6146517216974,385.2418784910853,1.4648035887812183,2004,1,Winter,2000,27.95117653282681,132.53998851379134,1.7524524974126405,False
2004-02-01,South,31.26360200759629,139.77458889594962,382.9117201159128,0.3736829742338849,2004,2,Winter,2000,27.666294068131922,130.53655495110783,0.983559160792554,False
2004-03-01,South,33.47443864167023,137.46088119539684,377.2863598077595,2.245894730026208,2004,3,Spring,2000,27.63821139342902,130.43767447435687,1.34473024853562,False
2004-04-01,South,31.119960585144028,108.38354093861965,379.7455618102927,1.906338996599488,2004,4,Spring,2000,27.4550248334963,129.4559183486117,0.9600933252837375,False
2004-05-01,South,33.11235970541874,100.40413261592926,376.8532286561313,1.9695521170587305,2004,5,Spring,2000,27.633284348170132,128.36614420689133,1.2855795898033973,False
2004-06-01,South,27.76505131349108,98.83441647737487,377.0856131733676,1.203112694198615,2004,6,Summer,2000,27.64347420696893,127.75919033746766,0.41202196974021144,False
2004-07-01,South,25.40720905705801,113.1971289660325,383.446260751128,1.5537357563137748,2004,7,Summer,2000,27.649146599271088,128.41698103295616,0.02683545737757273,False
2004-08-01,South,22.113699218180724,114.20489537258489,383.3825603678631,0.3797053922968141,2004,8,Summer,2000,27.792999977054322,128.00915791018562,-0.5112054420116565,False
2004-09-01,South,18.085571044847622,121.55720981477003,387.7447210155239,1.5483729950787877,2004,9,Autumn,2000,27.614843984793087,128.54642569068645,-1.1692565216386226,False
2004-10-01,South,20.79050872235008,134.3424258439374,383.4298508209882,2.931481714676282,2004,10,Autumn,2000,27.5683285210704,127.40677296598619,-0.7273671173272181,False
2004-11-01,South,23.00048440825723,145.01345738827698,380.7034767013562,1.453158810922692,2004,11,Autumn,2000,27.415098616019122,126.2894489329638,-0.36633667750951143,False
2004-12-01,South,28.063405692620417,173.68934495677496,380.9162613844958,1.3382815970391468,2004,12,Winter,2000,27.51387660850622,127.20638951561203,0.4607623307339968,False
2005-01-01,South,31.406560127405783,136.7565108758622,383.93819849073856,1.123266391623043,2005,1,Winter,2000,27.133570877003354,126.96821111179243,1.0069133692571361,False
2005-02-01,South,32.49988173353323,147.30166841192968,385.8417748751545,2.3532699284340826,2005,2,Winter,2000,27.2365941874981,127.5954677381241,1.1855227462016467,False
2005-03-01,South,33.05593302016224,128.18993861340385,381.7138999322274,2.324267107951624,2005,3,Spring,2000,27.201718719039096,126.82288918962469,1.2763615015115135,False
2005-04-01,South,33.302662441153544,111.40269268625772,380.2448352460941,2.522809661201737,2005,4,Spring,2000,27.383610540373223,127.07448516859453,1.3166682035012656,False
2005-05-01,South,33.555788990884416,84.31761545266212,382.342745857212,0.8644295979524879,2005,5,Spring,2000,27.420562980828695,125.73394207165559,1.3580199659489882,False
2005-06-01,South,28.138476809996565,98.7676203547791,385.6884836141152,2.52918353916995,2005,6,Summer,2000,27.451681772204154,125.72837572810596,0.47302624779731595,False
2005-07-01,South,24.7209737969793,124.17607913970782,377.36790549868937,3.254817670685437,2005,7,Summer,2000,27.394495500530933,126.64328824257889,-0.08527067091358001,False
2005-08-01,South,22.003851802189555,118.29926467893428,386.0353216900474,3.3905079385162087,2005,8,Summer,2000,27.385341549198333,126.9844856847747,-0.5291505538791889,False
2005-09-01,South,20.528792479402984,125.2959110746858,383.6676351017224,2.4513024944658977,2005,9,Autumn,2000,27.588943335411276,127.296044123101,-0.7701221263081619,False
2005-10-01,South,21.6893644298276,141.6010108291984,382.8837473612198,1.5189122851467671,2005,10,Autumn,2000,27.66384797770107,127.90092620520609,-0.5805264649740416,False
2005-11-01,South,22.335874803187355,160.2214601815301,382.3159421474165,2.286642897865526,2005,11,Autumn,2000,27.60846384394525,129.1682597713105,-0.4749099525711131,False
2005-12-01,South,27.147687245253483,145.49931510793607,382.80251318029497,2.723041556802561,2005,12,Winter,2000,27.532153973331337,126.81909061724059,0.3111669139562025,False
2006-01-01,South,31.32579408450442,151.57615016173403,385.3704256441699,2.547108914258729,2006,1,Winter,2000,27.525423469756223,128.0540605577299,0.9937191064528168,False
2006-02-01,South,34.072942913455805,129.56110422536088,385.0341916153464,2.0640639658781,2006,2,Winter,2000,27.656511901416437,126.57568020884918,1.442504292772141,False
2006-03-01,South,37.50844694617149,134.89255916999446,385.514224500668,1.843295223821649,2006,3,Spring,2000,28.027554728583876,127.1342319218984,2.003741929835882,True
2006-04-01,South,36.43417079952164,109.72116785558212,382.78511421676353,2.5611780365370063,2006,4,Spring,2000,28.288513758447888,126.99410485267543,1.8282438950910045,False
2006-05-01,South,32.82271488964055,85.68998666301177,390.0716773943037,2.269039680534279,2006,5,Spring,2000,28.2274242500109,127.10846912020457,1.2382620578060286,False
2006-06-01,South,27.736555502808,56.93020526553359,382.1599409493715,3.0499568811316844,2006,6,Summer,2000,28.19393080774518,123.62201786276745,0.40736678048655567,False
2006-07-01,South,25.90224478927003,117.44718861831343,385.02652313983,2.6995661351302966,2006,7,Summer,2000,28.29237005710274,123.06127698598459,0.10770646843243999,False
2006-08-01,South,21.73214486816633,120.97485257305657,384.836541681187,3.059316734073291,2006,8,Summer,2000,28.269727812600806,123.28424264382811,-0.5735376819899036,False
2006-09-01,South,20.927026988776067,128.25645742097163,386.5632698051024,2.5413311498166493,2006,9,Autumn,2000,28.302914021715228,123.53095483935192,-0.7050649489887941,False
2006-10-01,South,24.25827027594658,139.0755392566948,386.2395188602796,2.7742709746157392,2006,10,Autumn,2000,28.51698950889181,123.32049887497662,-0.1608597630329689,False
2006-11-01,South,23.779835321228116,211.8835834592749,387.1355603225337,2.7059145397785747,2006,11,Autumn,2000,28.63731955206187,127.62567581478869,-0.23901880488472083,False
2006-12-01,South,27.65116634248647,164.97776901011213,383.08219001235096,2.644688787401216,2006,12,Winter,2000,28.679276143497958,129.2488803066367,0.39341726678686434,False
2007-01-01,South,32.58345139024799,150.916994657655,386.464883541857,1.254859055111241,2007,1,Winter,2000,28.78408091897659,129.1939506812968,1.1991750185372851,False
2007-02-01,South,31.73450596293412,144.9254061549362,386.0159764066285,4.003859248394102,2007,2,Winter,2000,28.589211173099784,130.47430917542803,1.060487908557364,False
2007-03-01,South,34.44344682869372,143.62617026613367,388.0253565394727,3.6360575210486634,2007,3,Spring,2000,28.333794496643304,131.2021101001063,1.5030312896642453,False
2007-04-01,South,34.6421850347611,111.20575258284067,387.4067133518869,1.1537154060953918,2007,4,Spring,2000,28.18446234957992,131.32582549404452,1.5354979554301333,False
2007-05-01,South,29.225546370952728,122.01271668186682,386.4170748234099,3.0586008856077536,2007,5,Spring,2000,27.88469830635594,134.35271966228245,0.6506142657140588,False
2007-06-01,South,28.02780797370288,100.4626242767278,391.51931758914566,3.1746969225760173,2007,6,Summer,2000,27.908969345597182,137.98042124654862,0.454946945433941,False
2007-07-01,South,24.28750011836859,118.4305100273546,387.7396896144387,3.695828847402175,2007,7,Summer,2000,27.774407289688725,138.06236469730206,-0.15608465942765953,False
2007-08-01,South,21.339972799616994,121.69414266901036,389.60350512461935,3.6094996095830494,2007,8,Summer,2000,27.74172628397628,138.12230553863154,-0.6376044748037206,False
2007-09-01,South,20.07005040429834,119.0795420054904,387.21325557590734,3.943182960779888,2007,9,Autumn,2000,27.670311568603136,137.35756258734145,-0.8450640608253889,False
2007-10-01,South,21.34002022063893,123.2592404023521,388.067979346296,3.228838298140971,2007,10,Autumn,2000,27.427124063994167,136.0395376828129,-0.6375967279164968,False
2007-11-01,South,23.554175462337195,169.02553008534105,381.8973450846101,2.9983081798359668,2007,11,Autumn,2000,27.408319075753255,132.46803323498509,-0.2758834991997396,False
2007-12-01,South,27.19317411339673,167.63244987386545,383.8466863601472,3.7106906602999192,2007,12,Winter,2000,27.370153056662446,132.68925664029786,0.3185978301044701,False
2008-01-01,South,32.090953154196924,145.43437522138356,386.7676255517083,3.5066128526074927,2008,1,Winter,2000,27.32911153699152,132.23237168727522,1.1187185429729516,False
2008-02-01,South,33.08467398010941,135.00888901572773,392.3970882417784,2.8420517822982188,2008,2,Winter,2000,27.441625538422795,131.40599525900785,1.2810567393264258,False
2008-03-01,South,35.926928993642385,133.6656575719312,387.4827191792076,4.63389234777181,2008,3,Spring,2000,27.565249052168515,130.575952534491,1.7453788511729562,False
2008-04-01,South,37.38099729567861,129.84472438180387,389.6944965142199,4.81700740578894,2008,4,Spring,2000,27.793483407244977,132.1292001844046,1.9829212467553035,False
2008-05-01,South,30.27573288054332,106.07530310773244,391.8727246106327,4.276151867732756,2008,5,Spring,2000,27.88099894971086,130.80108238656004,0.8221769212970683,False
2008-06-01,South,29.65077243090207,105.20227185499346,387.9335752955572,4.731570246590392,2008,6,Summer,2000,28.01624598781079,131.1960530180822,0.7200808903581415,False
2008-07-01,South,25.21373727956841,111.52154696072024,393.0277378017483,4.144531512786915,2008,7,Summer,2000,28.093432417910776,130.62030609586267,-0.004770863617181972,False
2008-08-01,South,21.63107271646301,109.26526477349208,393.2104777219772,5.790327828198231,2008,8,Summer,2000,28.11769074431461,129.58456627123613,-0.5900492316940323,False
2008-09-01,South,21.196461091350404,128.01523484924243,388.5573839233869,3.168867208411092,2008,9,Autumn,2000,28.211558301568946,130.32920734154882,-0.6610491196859605,False
2008-10-01,South,23.12694061262168,148.6366657168088,391.90169793923246,3.698892387058105,2008,10,Autumn,2000,28.36046833423418,132.4439927844202,-0.3456782877496098,False
2008-11-01,South,24.67819000127908,148.53496909146514,391.5775307263945,3.5117127438123736,2008,11,Autumn,2000,28.454136212479337,130.73644603493054,-0.0922600023696775,False
2008-12-01,South,27.65041366311809,156.70090217019313,392.8535812969941,3.6027347444852595,2008,12,Winter,2000,28.492239508289448,129.82548372629117,0.39329430608411076,False
2009-01-01,South,33.82067253169355,140.3597957642335,391.8598470853723,3.3746632164369226,2009,1,Winter,2000,28.6363827897475,129.40260210486198,1.4012923973375444,False
2009-02-01,South,36.243887050516015,132.7034977039952,393.4716246504015,3.1723938664447373,2009,2,Winter,2000,28.89965054561472,129.21048616221762,1.7971583831409204,False
2009-03-01,South,33.7810804494986,126.4817582766278,393.5981738446423,2.823654518372685,2009,3,Spring,2000,28.72082983360274,128.611827887609,1.3948244769258886,False
2009-04-01,South,36.61900801343817,118.56257792042936,390.3282994962372,2.6948531802376405,2009,4,Spring,2000,28.657330726749365,127.67164901582781,1.8584396393521332,False
2009-05-01,South,32.389440552712394,93.46530353699762,394.7564213713404,4.522319233895543,2009,5,Spring,2000,28.833473032763454,126.62081571826657,1.1674806345440398,False
2009-06-01,South,25.810463392404,81.26253812813462,392.3958224228701,4.33536569826133,2009,6,Summer,2000,28.513447279555283,124.62583790769499,0.09271269348327155,False
2009-07-01,South,23.72978302959148,113.09118096822137,396.0435535532243,4.070042823912583,2009,7,Summer,2000,28.38978442539054,124.75664074165343,-0.2471955468184409,False
2009-08-01,South,23.177458079670803,121.2839281186772,393.87472530028685,4.0055011112358665,2009,8,Summer,2000,28.51864987232452,125.75819602041884,-0.3374255529057264,False
2009-09-01,South,20.81711143122688,124.926163182539,388.9501006982924,3.878425770843921,2009,9,Autumn,2000,28.487037400647562,125.50077338152688,-0.723021192732943,False
2009-10-01,South,23.71395312260708,147.5588937755432,392.51127347198513,5.089364940302055,2009,10,Autumn,2000,28.535955109813013,125.41095905308809,-0.24978158354151261,False
2009-11-01,South,27.5714334547952,147.0175549995748,394.1848686303364,3.862125093713693,2009,11,Autumn,2000,28.777058730939356,125.2845078787639,0.38039178433713405,False
2009-12-01,South,31.85724371854134,146.23696743076732,391.108842298668,3.353171887028507,2009,12,Winter,2000,29.127627902224628,124.41251331714507,1.0805388377018283,False
2010-01-01,South,36.17285563236392,153.8799156925264,393.4094096712552,3.830376313005687,2010,1,Winter,2010,29.323643160613827,125.53918997783616,1.7855544074502105,False
2010-02-01,South,35.05570975545596,154.90980425185967,399.2306761142519,4.951596682274888,2010,2,Winter,2010,29.224628386025486,127.38971552349153,1.6030530026372145,False
2010-03-01,South,37.94028049656319,125.07856484803996,391.014954103754,3.88276547159558,2010,3,Spring,2010,29.57122838994753,127.27278273777587,2.0742879804644714,True
2010-04-01,South,35.052886836679065,94.99973492348376,396.1637700420776,4.924662038092294,2010,4,Spring,2010,29.440718291884277,125.30921248803041,1.6025918393700842,False
2010-05-01,South,33.653321059731056,117.46249500437496,396.1957291868895,4.227740299592287,2010,5,Spring,2010,29.546041667469165,127.30897844364517,1.3739531936023863,False
2010-06-01,South,29.9160482495717,115.4147591553088,393.143789418654,4.0352859152424925,2010,6,Summer,2010,29.888173738899805,130.15499686257635,0.7634174058221049,False
2010-07-01,South,24.45521424053032,88.95077719953241,397.5814959866223,4.74158519571256,2010,7,Summer,2010,29.94862633981138,128.14329654851895,-0.128686211709971,False
2010-08-01,South,22.211012512780133,103.31985792616622,400.1648533711439,4.120782670849047,2010,8,Summer,2010,29.868089209237155,126.64629069914305,-0.49530795419159773,False
2010-09-01,South,21.83639436472292,139.69023373618788,396.7115484310036,5.208636545214279,2010,9,Autumn,2010,29.953029453695155,127.87662991194712,-0.5565070685616156,False
2010-10-01,South,24.76523153756853,151.55925191643794,396.3166160952459,5.031943582824439,2010,10,Autumn,2010,30.040635988275273,128.20999309035503,-0.07804054994339933,False
2010-11-01,South,25.67848639522422,154.2633296478791,393.4674262259746,5.59441250855274,2010,11,Autumn,2010,29.882890399977697,128.81380764438038,0.07115240499617086,False
2010-12-01,South,27.72750894543533,151.63474276824397,398.3657998756551,5.710348644781353,2010,12,Winter,2010,29.53874583555219,129.26362225583676,0.4058888988030969,False
2011-01-01,South,31.58831383438608,145.61006564723385,391.36198502911145,3.744010289261041,2011,1,Winter,2010,29.156700685720708,128.5744680853957,1.0366053795303898,False
2011-02-01,South,36.66643144357555,146.5713065241862,393.615722530848,4.4440574852159145,2011,2,Winter,2010,29.290927493064007,127.87959327475625,1.8661869199893562,False
2011-03-01,South,35.45175673681994,122.2898258163475,405.6341976498635,4.704381765221401,2011,3,Spring,2010,29.083550513085402,127.64719835544855,1.6677528166587523,False
2011-04-01,South,33.82440532226242,126.51895057265604,394.4626629842259,4.192169530629868,2011,4,Spring,2010,28.981177053550685,130.27379965954626,1.4019022008885154,False
2011-05-01,South,31.49343084153613,107.56555489517542,398.6875736645889,4.369803862824176,2011,5,Spring,2010,28.80118620203444,129.4490546504463,1.02110491549439,False
2011-06-01,South,25.95866055929469,100.49895778414496,400.7800711904518,4.992531185201299,2011,6,Summer,2010,28.471403894511354,128.2060712028493,0.11692277356852891,False
2011-07-01,South,25.64572003439507,95.7107427256156,397.3613393822773,3.586627566573484,2011,7,Summer,2010,28.57061271066675,128.76940166335623,0.06579956164282061,False
2011-08-01,South,20.945617407526644,92.78043582658188,399.1546052233408,6.013811677364101,2011,8,Summer,2010,28.46516311856229,127.89111648839086,-0.7020279440566964,False
2011-09-01,South,22.23131621750275,110.72327420654388,397.3027915146231,5.491610579829025,2011,9,Autumn,2010,28.498073272960614,125.47720319425387,-0.491991060031775,False
2011-10-01,South,17.975164165633394,129.31076536329806,397.1388782421438,5.660077666892298,2011,10,Autumn,2010,27.93223432529935,123.62316264815888,-1.1872930296490043,False
2011-11-01,South,27.392044275911477,151.50878048767123,397.7915400515624,4.760113262607584,2011,11,Autumn,2010,28.075030815356623,123.39361688480822,0.35108605280174676,False
2011-12-01,South,28.22432531747473,184.84674238064076,395.5168279342578,5.467506376124625,2011,12,Winter,2010,28.116432179693238,126.16128351917462,0.48705080228005593,False
2012-01-01,South,32.531485789267684,143.27568602963586,397.3278329331533,4.453916298265211,2012,1,Winter,2010,28.19502984260004,125.96675188437479,1.1906857107603044,False
2012-02-01,South,35.33471185399391,142.0915868135665,399.16873420311816,5.386560529947381,2012,2,Winter,2010,28.0840532101349,125.59344190848981,1.6486318979108396,False
2012-03-01,South,34.74691355295336,127.69475374819748,402.1493130209018,5.24587534166735,2012,3,Spring,2010,28.025316278146022,126.04385256947732,1.5526068237428126,False
2012-04-01,South,33.87083043449082,164.23170783612989,398.4983802198345,5.522243429600614,2012,4,Spring,2010,28.029185037498383,129.18658234143345,1.4094863923315653,False
2012-05-01,South,32.069779443842975,100.42467896894811,397.6814474998208,4.566530686588289,2012,5,Spring,2010,28.077214087690624,128.5915093475812,1.115259521224248,False
2012-06-01,South,28.986929143868483,107.74701261665348,401.65538201094114,5.914171651344706,2012,6,Summer,2010,28.329569803071774,129.19551391695688,0.611632804066464,False
2012-07-01,South,25.803631470100445,107.43835130498772,403.6538155156912,4.639492424564694,2012,7,Summer,2010,28.342729089380555,130.17281463190457,0.09159660341504973,False
2012-08-01,South,22.93380925516682,111.92522828585136,401.95331251141937,4.496031783707129,2012,8,Summer,2010,28.508411743350567,131.76821400351037,-0.3772289963701427,False
2012-09-01,South,19.82816935833066,138.1291424489747,398.45652481035273,5.80532728323282,2012,9,Autumn,2010,28.30814950508623,134.05203635704626,-0.8845787129395062,False
2012-10-01,South,23.08861051597282,148.8546452464674,397.4657496752545,5.678866295773922,2012,10,Autumn,2010,28.73427003428118,135.68069301397705,-0.35194004517058014,False
2012-11-01,South,25.73806686889228,139.97537541080962,401.3050523424751,5.540458118957253,2012,11,Autumn,2010,28.59643858369625,134.71957592423857,0.0808857087379708,False
